event_date,gazeteer_distance,latitude,longitude
12/04/2010 12:00:00 AM,11.17535,-28.131,153.2893
03/29/2017 06:36:00 PM,,-28.08114457,153.1081019
02/03/2008 12:00:00 AM,11.17545,-28.0667,153.2298
01/21/2011 12:00:00 AM,38.70779,-28.0605,152.3855
01/07/2011 12:00:00 AM,9.82194,-28.0481,153.2456
01/11/2011 12:00:00 AM,5.48125,-27.6041,151.9802
09/16/2013 08:40:00 PM,4.07041,-27.5685,151.9941
03/01/2010 02:00:00 AM,4.3895599999999995,-27.5659,151.9979
01/11/2011 12:00:00 AM,16.84753,-27.4839,152.6019
01/10/2011 12:00:00 AM,14.79571,-27.4601,152.0525
01/10/2011 12:00:00 AM,22.19533,-27.3865,152.7853
01/11/2011 09:00:00 AM,18.5697,-27.3776,152.8211
09/09/2009 12:00:00 AM,13.70623,-26.9286,-49.3653
01/11/2011 09:00:00 AM,5.294980000000001,-26.916,152.7436
11/24/2008 12:00:00 AM,1.7761900000000002,-26.8833,-48.65
06/06/2008 12:00:00 AM,16.12044,-26.8494,152.8915
02/21/2015 12:00:00 AM,0.78594,-26.6913,153.0551
10/08/2010 11:00:00 PM,2.6838599999999997,-26.6144,153.0265
09/08/2009 12:00:00 AM,36.88261,-26.5833,-53.5833
10/08/2010 06:00:00 PM,0.45338,-26.3974,153.0871
10/10/2010 07:00:00 PM,0.06595,-26.3938,153.0898
01/17/2012 10:00:00 PM,2.7173599999999998,-26.3402,31.141
07/25/2016 09:00:00 AM,43.631840000000004,-26.2396,-69.6364
09/05/2015 12:00:00 AM,10.20448,-25.8451,28.0851
03/09/2011 12:00:00 AM,17.7442,-25.572,-48.7906
03/28/2013 12:00:00 AM,11.1117,-25.4003,152.9012
08/23/2013 12:00:00 AM,11.1117,-25.4003,152.9012
08/06/2013 12:00:00 AM,1.52254,-25.3689,-57.4476
03/09/2011 12:00:00 AM,37.48857,-25.0209,-51.5288
01/10/2017 05:22:00 PM,,-23.916048999999997,-65.467344
01/10/2017 02:27:00 PM,,-23.91300145,-65.46576609
01/21/2010 12:00:00 AM,0.39434,-23.7141,-46.4137
01/06/2011 12:00:00 AM,0.10215,-23.6687,-46.4614
01/21/2010 12:00:00 AM,0.056510000000000005,-23.6682,-46.4617
09/08/2009 12:00:00 AM,0.32966999999999996,-23.6419326,-46.4273239
01/21/2010 02:00:00 AM,0.3153,-23.54612792,-46.6288398
03/07/2015 11:00:00 PM,0.83016,-23.4499,-46.923
12/04/2009 12:00:00 AM,0.3153,-23.42446618,-46.71737124
01/12/2011 04:00:00 AM,10.7917,-23.4242,-46.6574
03/10/2016 12:00:00 AM,3.68529,-23.3025,-46.5551
01/28/2010 08:00:00 PM,0.26655,-23.2801,-46.7433
03/10/2016 12:00:00 AM,0.69086,-23.2789,-46.7392
01/05/2007 12:00:00 AM,10.07582,-23.2311,-46.6136
01/06/2011 12:00:00 AM,0.02392,-23.1864,-46.8844
11/24/2010 11:00:00 PM,6.03486,-23.1812,150.748
01/01/2010 06:00:00 AM,13.29411,-23.1077,-44.248000000000005
04/06/2010 12:00:00 AM,27.14037,-23.0392,-43.5001
04/06/2010 12:00:00 AM,25.74342,-23.0291,-43.4897
04/06/2010 12:00:00 AM,25.700689999999998,-23.0289,-43.489
04/06/2010 12:00:00 AM,24.33967,-23.0189,-43.4788
04/06/2010 12:00:00 AM,15.076089999999999,-23.0145,-43.2915
01/01/2010 12:00:00 AM,2.5888,-23.01374445,-44.32249842
04/06/2010 12:00:00 AM,14.45301,-23.0099,-43.288000000000004
01/01/2010 12:00:00 AM,0.5270600000000001,-23.0085,-44.3228
04/06/2010 12:00:00 AM,25.10249,-23.0085,-43.527
04/06/2010 12:00:00 AM,12.886389999999999,-23.0011,-43.2747
11/16/2009 12:00:00 AM,11.27085,-23.0,-43.24
04/06/2010 12:00:00 AM,10.98155,-22.9928,-43.2524
04/06/2010 12:00:00 AM,11.0303,-22.9925,-43.2542
04/06/2010 12:00:00 AM,16.744229999999998,-22.9849,-43.696999999999996
04/06/2010 12:00:00 AM,8.94191,-22.983,-43.1976
04/06/2010 12:00:00 AM,12.85487,-22.9824,-43.2987
04/06/2010 12:00:00 AM,8.947460000000001,-22.9801,-43.2328
04/06/2010 12:00:00 AM,8.691880000000001,-22.9778,-43.2324
04/06/2010 12:00:00 AM,11.78815,-22.9766,-43.2903
04/06/2010 06:00:00 AM,7.467510000000001,-22.9654,-43.2345
04/06/2010 12:00:00 AM,6.96506,-22.9652,-43.1992
04/06/2010 12:00:00 AM,18.45215,-22.9638,-43.4762
04/06/2010 12:00:00 AM,11.94694,-22.9631,-43.0252
